kode_produk,nama_produk,harga,stok,kategori,last_updated
PROD-0349,hp android murah,0,0,null,elektronik
PROD-1193,mouse wireless,15000,0,elektronik,Nov 10
PROD-0075,buku pemrograman python,0,0,kosong,buku
PROD-0308,komik jepang lama,0,12,buku,Sep 23
PROD-1152,kaos polos combed,0,12,pakaian,2025-05-25 00:00:00
PROD-0034,komik jepang lama,48000,0,buku,2026-01-13 11:00:00
PROD-1111,komik jepang lama,0,0,buku,2025-03-27 22:00:00
PROD-1468,baju bayi,120000,0,pakaian,2025-05-18 12:00:00
PROD-1427,kamus bahasa inggris,45000,3,buku,2026-01-08 00:00:00
PROD-1194,mouse wireless,16000,12,elektronik,2025-05-18 12:00:00
PROD-0076,kemeja flanel keren,120000,0,pakaian,2025-05-18 12:00:00
PROD-0309,kamus bahasa inggris,0,0,-5,BUKU
PROD-1153,charger type-c fast,15000,12,elektronik,2025-07-03 17:00:00
PROD-0035,baju bayi,0,0,pakaian,2025-03-24 23:00:00
PROD-1112,mouse wireless,0,0,elektronik,2025-12-19 20:00:00
PROD-1469,novel fiksi terjemahan,120000,53,buku,2025-05-18 12:00:00
PROD-1428,powerbank 10000mah,48000,0,elektronik,2025-05-18 12:00:00
PROD-1195,charger type-c fast,120000,0,elektronik,Jan 10
PROD-0077,laptop gaming i7,15000,0,elektronik,2025-05-18 12:00:00
PROD-1154,baju anak perempuan,45,0,pakaian,2026-01-06 23:00:00
PROD-0036,buku mewarnai anak,120000,12,buku,2025-10-17 15:00:00
PROD-1113,charger type-c fast,45000,26,elektronik,2025-09-24 00:00:00
PROD-1429,charger type-c fast,0,0,elektronik,2025-02-15 00:00:00
PROD-1196,buku mewarnai anak,15000,67,buku,2025-05-18 12:00:00
PROD-0078,laptop gaming i7,48000,0,elektronik,2026-02-01 10:00:00
PROD-1155,laptop gaming i7,15,0,elektronik,2025-04-20 00:00:00
PROD-0037,kemeja flanel keren,15,0,pakaian,2026-01-15 00:00:00
PROD-1114,baju anak perempuan,48000,12,pakaian,2025-07-17 00:00:00
PROD-1197,charger type-c fast,0,0,kosong,elektronik murah
PROD-0079,komik jepang lama,120000,12,buku,Feb 17
PROD-1156,baju anak laki-laki,0,75,pakaian,2025-10-23 3:00:00
PROD-0038,powerbank 10000mah,45000,0,elektronik,2025-05-18 12:00:00
PROD-1115,buku mewarnai anak,45000,0,buku,May 19
PROD-1198,hp android murah,0,12,elektronik,2025-05-18 12:00:00
PROD-1157,komik jepang lama,16000,0,buku,Nov 16
PROD-0039,buku pemrograman python,15000,13,buku,2025-05-18 12:00:00
PROD-1116,buku pemrograman python,45000,0,buku,2025-10-18 00:00:00
PROD-1199,baju anak laki-laki,16000,0,pakaian,2025-04-09 11:00:00
PROD-1158,hp android murah,0,0,elektronik,2025-05-18 12:00:00
PROD-1117,powerbank 10000mah,0,0,elektronik,2025-05-18 12:00:00
PROD-1159,komik jepang lama,0,0,60,buku bacaan
PROD-1118,powerbank 10000mah,45000,12,elektronik,2025-05-01 23:00:00
PROD-1119,kamus bahasa inggris,120,12,buku,2025-03-06 21:00:00
PROD-0770,mouse wireless,0,0,elektronik,2025-05-18 12:00:00
PROD-0771,kaos polos combed,0,31,pakaian,2025-12-02 9:00:00
PROD-0730,kamus bahasa inggris,45,24,buku,2025-04-15 00:00:00
PROD-0772,mouse wireless,0,0,elektronik,2025-03-08 11:00:00
PROD-0731,charger type-c fast,128000,0,elektronik,May 20
PROD-0773,buku pemrograman python,15000,0,buku,2025-05-18 12:00:00
PROD-0732,baju anak perempuan,0,0,pakaian,2025-02-04 00:00:00
PROD-0774,kemeja flanel keren,0,0,pakaian,Jul 31
PROD-0733,kamus bahasa inggris,45,0,buku,2026-03-19 00:00:00
PROD-0460,baju bayi,0,0,pakaian,2025-04-04 6:00:00
PROD-0775,laptop gaming i7,16000,94,elektronik,2025-05-16 0:00:00
PROD-0734,charger type-c fast,0,12,elektronik,2025-05-18 12:00:00
PROD-0461,baju bayi,0,0,pakaian,2025-12-15 00:00:00
PROD-0420,baju anak laki-laki,16000,0,pakaian,2025-04-09 00:00:00
PROD-0776,laptop gaming i7,45000,12,elektronik,2026-01-10 00:00:00
PROD-0735,hp android murah,128000,0,elektronik,Jun 05
PROD-1580,baju anak perempuan,0,12,pakaian,2025-01-06 00:00:00
PROD-0462,kaos polos combed,120000,0,pakaian,Apr 19
PROD-0421,baju bayi,0,0,null,PAKAIAN
PROD-0777,kamus bahasa inggris,0,0,buku,2026-02-04 22:00:00
PROD-0736,hp android murah,0,0,elektronik,Mar 11
PROD-1581,buku mewarnai anak,15000,0,buku,Mar 31
PROD-1540,hp android murah,120000,2,elektronik,2025-05-18 12:00:00
PROD-0463,charger type-c fast,0,0,elektronik,2025-06-01 15:00:00
PROD-0422,charger type-c fast,15000,0,elektronik,2025-05-18 12:00:00
PROD-0778,powerbank 10000mah,0,12,elektronik,2025-07-14 00:00:00
PROD-0737,buku pemrograman python,0,12,buku,2025-10-10 8:00:00
PROD-1582,laptop gaming i7,45000,38,elektronik,2025-08-26 23:00:00
PROD-1541,baju anak perempuan,15000,84,pakaian,2025-05-18 12:00:00
PROD-1500,kamus bahasa inggris,45,0,buku,2026-01-10 22:00:00
PROD-0464,baju anak perempuan,0,0,12,clothes
PROD-0190,laptop gaming i7,0,16,elektronik,2025-05-18 12:00:00
PROD-0423,baju bayi,0,12,pakaian,Oct 01
PROD-0779,baju bayi,0,12,pakaian,2025-05-18 12:00:00
PROD-0738,baju anak perempuan,0,0,null,pakian
PROD-1583,buku mewarnai anak,0,0,kosong,buku bacaan
PROD-1542,buku mewarnai anak,16000,64,buku,2025-02-06 00:00:00
PROD-1501,hp android murah,120000,0,elektronik,Feb 08
PROD-0191,charger type-c fast,15000,0,elektronik,Oct 01
PROD-0424,kamus bahasa inggris,15000,0,buku,Feb 17
PROD-0150,novel fiksi terjemahan,15,0,buku,2025-08-26 00:00:00
PROD-0739,baju bayi,128000,0,pakaian,2025-05-18 12:00:00
PROD-0465,baju anak perempuan,0,0,-5,clothes
PROD-1584,komik jepang lama,15000,0,buku,2025-05-18 12:00:00
PROD-1543,kaos polos combed,120000,0,pakaian,Jan 09
PROD-1502,baju anak perempuan,45000,12,pakaian,2025-03-06 2:00:00
PROD-0192,baju anak laki-laki,0,0,pakaian,Mar 11
PROD-0425,kaos polos combed,120,12,pakaian,May 18
PROD-0151,mouse wireless,0,12,elektronik,2025-05-18 12:00:00
PROD-0110,baju anak perempuan,16000,0,pakaian,2026-01-07 16:00:00
PROD-0466,kemeja flanel keren,0,0,pakaian,2025-09-03 8:00:00
PROD-1585,mouse wireless,16000,0,elektronik,Aug 30
PROD-1544,charger type-c fast,0,12,elektronik,2025-01-17 10:00:00
PROD-1503,powerbank 10000mah,128000,0,elektronik,2025-05-18 12:00:00
PROD-0193,baju anak laki-laki,0,15,pakaian,2025-09-30 1:00:00
PROD-0426,kamus bahasa inggris,128000,12,buku,2025-08-09 5:00:00
PROD-1270,buku pemrograman python,16000,0,buku,2025-05-18 12:00:00
PROD-0152,powerbank 10000mah,45000,0,elektronik,Apr 21
PROD-0111,powerbank 10000mah,0,0,elektronik,2025-10-19 19:00:00
PROD-0467,kemeja flanel keren,120,12,pakaian,2025-03-20 00:00:00
PROD-1586,buku pemrograman python,0,12,buku,Feb 28
PROD-1545,komik jepang lama,128000,72,buku,2025-07-19 9:00:00
PROD-1504,kaos polos combed,120,12,pakaian,Apr 13
PROD-0194,novel fiksi terjemahan,120,0,buku,2025-05-18 12:00:00
PROD-0427,baju anak laki-laki,15,0,pakaian,2025-01-30 16:00:00
PROD-1271,kaos polos combed,16000,12,pakaian,Sep 23
PROD-0153,kaos polos combed,0,0,85,pakian
PROD-1230,baju anak perempuan,120000,86,pakaian,Feb 09
PROD-0112,hp android murah,0,0,elektronik,Aug 10
PROD-0468,powerbank 10000mah,16000,0,elektronik,Mar 03
PROD-1587,baju anak laki-laki,0,0,null,clothes
PROD-1546,powerbank 10000mah,45,12,elektronik,2025-05-18 12:00:00
PROD-1505,komik jepang lama,0,0,42,BUKU
PROD-0195,buku mewarnai anak,0,0,buku,2025-05-18 12:00:00
PROD-0428,kemeja flanel keren,0,0,12,pakaian
PROD-1272,mouse wireless,0,0,12,elektronik
PROD-0154,powerbank 10000mah,45,38,elektronik,2025-10-30 9:00:00
PROD-1231,baju bayi,120,54,pakaian,Sep 27
PROD-0113,komik jepang lama,0,12,buku,Sep 18
PROD-0469,baju anak perempuan,128000,20,pakaian,2025-11-22 00:00:00
PROD-1588,buku mewarnai anak,45000,12,buku,Nov 14
PROD-1547,komik jepang lama,120000,12,buku,May 07
PROD-1506,komik jepang lama,0,0,kosong,buku
PROD-0196,buku pemrograman python,120000,0,buku,2025-05-18 12:00:00
PROD-0429,buku mewarnai anak,45,0,buku,2025-05-18 12:00:00
PROD-1273,baju anak perempuan,16000,12,pakaian,Oct 30
PROD-0155,mouse wireless,0,12,elektronik,2025-02-15 17:00:00
PROD-1232,powerbank 10000mah,15000,54,elektronik,2026-01-06 12:00:00
PROD-0114,buku pemrograman python,15000,52,buku,2025-10-31 20:00:00
PROD-1589,kemeja flanel keren,15,0,pakaian,Sep 02
PROD-1548,baju anak laki-laki,45000,0,pakaian,2025-11-14 00:00:00
PROD-1507,hp android murah,45000,0,elektronik,Feb 14
PROD-0197,charger type-c fast,15000,0,elektronik,Feb 12
PROD-1274,buku pemrograman python,0,12,buku,2025-05-18 12:00:00
PROD-0156,kamus bahasa inggris,0,100,buku,2025-05-04 00:00:00
PROD-1233,kemeja flanel keren,0,0,12,PAKAIAN
PROD-0115,hp android murah,48000,0,elektronik,2025-05-18 12:00:00
PROD-1549,komik jepang lama,0,0,-5,BUKU
PROD-1508,kamus bahasa inggris,0,0,-5,buku bacaan
PROD-0198,hp android murah,120000,0,elektronik,2025-05-18 12:00:00
PROD-1275,laptop gaming i7,48000,0,elektronik,2025-04-13 00:00:00
PROD-0157,baju bayi,0,0,kosong,pakaian
PROD-1234,baju anak laki-laki,0,0,pakaian,2025-05-18 12:00:00
PROD-0116,kaos polos combed,0,0,-5,clothes
PROD-1509,kaos polos combed,120,12,pakaian,2025-08-09 00:00:00
PROD-0199,laptop gaming i7,45000,0,elektronik,2026-01-22 12:00:00
PROD-1276,charger type-c fast,15000,0,elektronik,Sep 06
PROD-0158,hp android murah,0,0,elektronik,Sep 10
PROD-1235,kamus bahasa inggris,0,0,buku,Aug 22
PROD-0117,baju bayi,0,0,-5,clothes
PROD-1277,buku mewarnai anak,45,12,buku,2025-03-13 00:00:00
PROD-0159,novel fiksi terjemahan,0,0,buku,Jan 28
PROD-1236,kamus bahasa inggris,0,0,buku,2025-05-18 12:00:00
PROD-0118,novel fiksi terjemahan,0,25,buku,2025-11-10 1:00:00
PROD-1278,baju bayi,120,12,pakaian,2025-11-14 1:00:00
PROD-1237,charger type-c fast,0,0,12,elektronik
PROD-0119,buku mewarnai anak,0,0,kosong,buku
PROD-1279,buku pemrograman python,0,15,buku,Sep 07
PROD-1238,hp android murah,45,12,elektronik,Oct 30
PROD-1239,buku mewarnai anak,128000,0,buku,2025-05-18 12:00:00
PROD-0890,baju bayi,120,68,pakaian,2025-11-13 00:00:00
PROD-0891,hp android murah,0,0,elektronik,Dec 30
PROD-0850,laptop gaming i7,0,0,64,elektronik murah
PROD-0892,charger type-c fast,120,27,elektronik,2025-05-18 12:00:00
PROD-0851,baju anak laki-laki,0,0,4,PAKAIAN
PROD-0810,novel fiksi terjemahan,15000,0,buku,Mar 27
PROD-0893,kamus bahasa inggris,48000,0,buku,2025-05-18 12:00:00
PROD-0852,hp android murah,15,0,elektronik,Apr 18
PROD-0811,baju bayi,128000,0,pakaian,2025-05-18 12:00:00
PROD-0894,powerbank 10000mah,0,0,elektronik,Dec 08
PROD-0853,laptop gaming i7,0,12,elektronik,2025-01-23 23:00:00
PROD-0812,komik jepang lama,45000,0,buku,2025-05-18 12:00:00
PROD-0895,kamus bahasa inggris,120,0,buku,2025-05-18 12:00:00
PROD-0854,kamus bahasa inggris,120000,0,buku,Apr 04
PROD-0580,powerbank 10000mah,0,0,kosong,ELEKTRONIK
PROD-0813,kaos polos combed,120000,0,pakaian,2025-07-16 00:00:00
PROD-0896,baju anak perempuan,0,0,pakaian,Oct 14
PROD-0855,baju anak laki-laki,128000,0,pakaian,Oct 25
PROD-0581,charger type-c fast,128000,45,elektronik,2025-05-18 12:00:00
PROD-0814,powerbank 10000mah,16000,68,elektronik,2025-06-03 00:00:00
PROD-0540,buku pemrograman python,0,0,buku,2025-01-02 13:00:00
PROD-0897,baju bayi,16000,0,pakaian,Jun 23
PROD-0856,baju anak laki-laki,16000,12,pakaian,2025-05-18 12:00:00
PROD-0582,baju bayi,0,12,pakaian,2025-05-18 12:00:00
PROD-0815,kamus bahasa inggris,48000,0,buku,Oct 30
PROD-0541,komik jepang lama,45000,0,buku,2025-05-18 12:00:00
PROD-0500,buku pemrograman python,48000,0,buku,2025-05-18 12:00:00
PROD-1660,kemeja flanel keren,0,0,70,clothes
PROD-0898,charger type-c fast,15,12,elektronik,2025-01-31 00:00:00
PROD-0857,mouse wireless,120,60,elektronik,Jul 16
PROD-0583,mouse wireless,0,0,kosong,elektronik murah
PROD-0816,hp android murah,45,0,elektronik,2025-07-06 5:00:00
PROD-0542,komik jepang lama,16000,95,buku,Sep 18
PROD-0501,charger type-c fast,0,0,12,elektronik murah
PROD-1661,hp android murah,45000,0,elektronik,2025-08-16 00:00:00
PROD-1620,charger type-c fast,128000,0,elektronik,May 18
PROD-0899,baju anak laki-laki,16000,0,pakaian,2025-05-08 00:00:00
PROD-0858,kamus bahasa inggris,0,0,buku,2026-01-01 22:00:00
PROD-0584,laptop gaming i7,16000,0,elektronik,2025-05-18 12:00:00
PROD-0817,charger type-c fast,0,0,-5,elektronik
PROD-0543,baju bayi,120000,17,pakaian,2026-01-10 5:00:00
PROD-0502,kemeja flanel keren,15,0,pakaian,Mar 02
PROD-1662,baju anak perempuan,128000,0,pakaian,Feb 11
PROD-1621,kaos polos combed,45000,12,pakaian,Mar 27
PROD-0859,kaos polos combed,0,0,pakaian,2025-02-08 2:00:00
PROD-0585,kemeja flanel keren,45,0,pakaian,Jan 01
PROD-0818,powerbank 10000mah,15000,0,elektronik,2025-02-21 00:00:00
PROD-0544,novel fiksi terjemahan,0,0,32,BUKU
PROD-0270,novel fiksi terjemahan,0,12,buku,2025-05-29 9:00:00
PROD-0503,hp android murah,45000,0,elektronik,2025-05-18 12:00:00
PROD-1663,laptop gaming i7,120000,0,elektronik,Jun 09
PROD-1622,hp android murah,45,12,elektronik,2025-05-18 12:00:00
PROD-0230,mouse wireless,0,0,elektronik,2025-04-10 00:00:00
PROD-0586,baju anak perempuan,16000,0,pakaian,2025-01-06 00:00:00
PROD-0819,novel fiksi terjemahan,120000,0,buku,Mar 15
PROD-0545,hp android murah,15000,12,elektronik,2025-05-18 12:00:00
PROD-0271,hp android murah,45,0,elektronik,2026-01-25 1:00:00
PROD-0504,baju anak perempuan,0,12,pakaian,2025-02-03 00:00:00
PROD-1664,charger type-c fast,0,0,-5,elektronik
PROD-1623,baju anak perempuan,45000,0,pakaian,Aug 22
PROD-0231,buku pemrograman python,45000,0,buku,2025-11-11 2:00:00
PROD-0587,buku mewarnai anak,15,0,buku,2025-04-13 13:00:00
PROD-0546,baju bayi,45000,12,pakaian,2025-03-16 17:00:00
PROD-1390,baju bayi,0,0,pakaian,2025-11-19 00:00:00
PROD-0272,baju anak laki-laki,128000,12,pakaian,2025-05-18 12:00:00
PROD-0505,buku mewarnai anak,0,0,buku,2026-01-18 14:00:00
PROD-1665,baju anak perempuan,15000,0,pakaian,2025-05-18 12:00:00
PROD-1624,novel fiksi terjemahan,16000,0,buku,2026-03-01 21:00:00
PROD-1350,baju anak laki-laki,15,71,pakaian,2025-05-18 12:00:00
PROD-0232,buku pemrograman python,120,12,buku,2025-12-20 5:00:00
PROD-0588,kamus bahasa inggris,15000,0,buku,2025-09-29 22:00:00
PROD-0547,kaos polos combed,16000,0,pakaian,Jan 20
PROD-1391,baju bayi,45000,0,pakaian,2025-05-18 12:00:00
PROD-0273,kemeja flanel keren,45000,0,pakaian,2025-06-12 22:00:00
PROD-0506,buku mewarnai anak,45,12,buku,Mar 01
PROD-1666,mouse wireless,120000,0,elektronik,2025-08-12 17:00:00
PROD-1625,mouse wireless,45,2,elektronik,2025-08-17 15:00:00
PROD-1351,baju bayi,16000,0,pakaian,2025-05-18 12:00:00
PROD-0233,baju anak laki-laki,45,0,pakaian,2025-03-10 8:00:00
PROD-1310,baju bayi,0,0,12,PAKAIAN
PROD-0589,charger type-c fast,0,0,68,elektronik
PROD-0548,hp android murah,15,0,elektronik,2025-08-20 21:00:00
PROD-1392,hp android murah,45000,0,elektronik,2025-05-18 12:00:00
PROD-0274,mouse wireless,0,0,null,ELEKTRONIK
PROD-0507,mouse wireless,0,0,elektronik,2025-05-18 12:00:00
PROD-1667,powerbank 10000mah,120,12,elektronik,2025-05-29 14:00:00
PROD-1626,laptop gaming i7,0,0,12,elektronik murah
PROD-0234,charger type-c fast,0,0,elektronik,2025-12-18 17:00:00
PROD-1311,charger type-c fast,48000,0,elektronik,Jul 24
PROD-0549,kamus bahasa inggris,48000,12,buku,2025-05-18 12:00:00
PROD-1393,laptop gaming i7,48000,0,elektronik,2025-05-18 12:00:00
PROD-0275,buku pemrograman python,0,96,buku,2025-07-15 00:00:00
PROD-0508,charger type-c fast,120000,0,elektronik,2025-05-18 12:00:00
PROD-1352,charger type-c fast,45,74,elektronik,2025-12-09 15:00:00
PROD-1668,charger type-c fast,0,0,elektronik,2025-09-15 00:00:00
PROD-1627,powerbank 10000mah,0,12,elektronik,2025-05-11 22:00:00
PROD-0235,baju bayi,15,26,pakaian,2025-05-18 12:00:00
PROD-1312,baju anak laki-laki,15000,12,pakaian,2025-11-02 11:00:00
PROD-1394,buku pemrograman python,45000,0,buku,2025-10-25 00:00:00
PROD-0276,komik jepang lama,120,42,buku,2025-05-18 12:00:00
PROD-0509,charger type-c fast,0,0,90,elektronik
PROD-1353,mouse wireless,120000,78,elektronik,2025-01-20 1:00:00
PROD-1669,mouse wireless,0,12,elektronik,2025-05-18 12:00:00
PROD-1628,kaos polos combed,0,64,pakaian,2025-06-22 7:00:00
PROD-0236,hp android murah,45,0,elektronik,2025-01-19 00:00:00
PROD-1080,baju anak laki-laki,15000,0,pakaian,2026-01-18 00:00:00
PROD-1313,kemeja flanel keren,0,0,pakaian,2025-12-15 20:00:00
PROD-1395,kemeja flanel keren,0,12,pakaian,2025-05-18 12:00:00
PROD-0277,baju anak laki-laki,45,77,pakaian,Dec 19
PROD-1354,charger type-c fast,0,0,88,elektronik
PROD-1629,laptop gaming i7,0,12,elektronik,2025-08-05 21:00:00
PROD-0237,novel fiksi terjemahan,0,0,buku,2026-02-13 0:00:00
PROD-1081,hp android murah,0,0,-5,elektronik murah
PROD-1314,charger type-c fast,120000,63,elektronik,2025-01-29 00:00:00
PROD-1040,kamus bahasa inggris,120000,0,buku,2025-05-18 12:00:00
PROD-1396,komik jepang lama,120,0,buku,2025-07-31 00:00:00
PROD-0278,buku pemrograman python,0,0,buku,2025-05-18 12:00:00
PROD-1355,baju bayi,120000,0,pakaian,2025-09-09 00:00:00
PROD-1397,kamus bahasa inggris,120000,12,buku,2025-05-18 12:00:00
PROD-1082,hp android murah,120000,0,elektronik,Aug 12
PROD-1315,hp android murah,120000,0,elektronik,Aug 23
PROD-1041,kaos polos combed,0,0,kosong,clothes
PROD-1000,powerbank 10000mah,0,0,elektronik,2025-08-27 00:00:00
PROD-0279,kaos polos combed,15000,0,pakaian,2025-05-24 17:00:00
PROD-1356,kaos polos combed,120000,0,pakaian,2025-10-27 00:00:00
PROD-0238,charger type-c fast,45000,0,elektronik,2025-01-17 2:00:00
PROD-1398,novel fiksi terjemahan,16000,0,buku,2025-06-19 00:00:00
PROD-1083,kaos polos combed,0,6,pakaian,2025-05-18 12:00:00
PROD-1316,mouse wireless,120000,54,elektronik,2025-08-29 18:00:00
PROD-1042,novel fiksi terjemahan,120000,98,buku,2025-05-18 12:00:00
PROD-1001,charger type-c fast,0,98,elektronik,2025-05-18 12:00:00
PROD-1357,baju bayi,0,0,null,pakaian
PROD-0239,laptop gaming i7,0,0,elektronik,2025-03-16 00:00:00
PROD-1399,powerbank 10000mah,0,12,elektronik,2025-05-18 12:00:00
PROD-1084,komik jepang lama,45000,12,buku,2025-05-18 12:00:00
PROD-1317,charger type-c fast,45000,0,elektronik,2025-05-18 12:00:00
PROD-1043,baju anak perempuan,48000,54,pakaian,2025-07-06 8:00:00
PROD-1002,baju anak perempuan,0,0,pakaian,2025-05-18 12:00:00
PROD-1358,laptop gaming i7,0,0,12,elektronik
PROD-1085,kaos polos combed,0,0,pakaian,2025-05-18 12:00:00
PROD-1318,novel fiksi terjemahan,45,34,buku,May 01
PROD-1044,powerbank 10000mah,128000,0,elektronik,2026-03-26 23:00:00
PROD-1003,kaos polos combed,0,12,pakaian,Sep 05
PROD-1359,kemeja flanel keren,15000,0,pakaian,2025-05-18 12:00:00
PROD-1086,charger type-c fast,0,0,-5,ELEKTRONIK
PROD-1319,novel fiksi terjemahan,16000,95,buku,2025-05-18 12:00:00
PROD-1045,charger type-c fast,120000,0,elektronik,2025-05-18 12:00:00
PROD-1004,charger type-c fast,48000,12,elektronik,2025-08-09 00:00:00
PROD-1087,novel fiksi terjemahan,120000,12,buku,2025-02-28 00:00:00
PROD-1046,baju bayi,0,0,kosong,pakian
PROD-1005,kaos polos combed,15000,0,pakaian,2025-10-22 15:00:00
PROD-1088,mouse wireless,45,93,elektronik,2025-10-23 16:00:00
PROD-1047,baju anak perempuan,120,0,pakaian,2026-03-22 00:00:00
PROD-1006,kaos polos combed,120,12,pakaian,2025-01-08 2:00:00
PROD-1089,laptop gaming i7,48000,0,elektronik,2025-05-18 12:00:00
PROD-1048,hp android murah,15000,33,elektronik,2025-06-17 1:00:00
PROD-1007,baju bayi,16000,0,pakaian,2025-09-14 20:00:00
PROD-1049,buku mewarnai anak,15000,0,buku,2025-05-18 12:00:00
PROD-1008,mouse wireless,45000,12,elektronik,2025-05-18 12:00:00
PROD-1009,baju anak laki-laki,120000,50,pakaian,2025-12-19 14:00:00
PROD-0970,mouse wireless,0,0,elektronik,2025-09-22 18:00:00
PROD-0971,kemeja flanel keren,120000,12,pakaian,2025-01-17 16:00:00
PROD-0930,baju anak laki-laki,0,12,pakaian,2026-02-01 18:00:00
PROD-0972,buku mewarnai anak,0,0,-5,buku
PROD-0931,hp android murah,16000,95,elektronik,2025-05-18 12:00:00
PROD-0973,novel fiksi terjemahan,0,0,buku,2026-01-13 8:00:00
PROD-0932,charger type-c fast,0,0,-5,ELEKTRONIK
PROD-0974,kamus bahasa inggris,120000,0,buku,Jan 12
PROD-0933,charger type-c fast,0,52,elektronik,2025-05-18 12:00:00
PROD-0975,kaos polos combed,15000,12,pakaian,Dec 28
PROD-0934,kamus bahasa inggris,48000,80,buku,2025-03-08 3:00:00
PROD-0660,komik jepang lama,0,0,kosong,BUKU
PROD-0976,hp android murah,15000,12,elektronik,Jan 07
PROD-0935,buku pemrograman python,0,0,kosong,buku
PROD-0661,baju bayi,120000,12,pakaian,2025-09-30 00:00:00
PROD-0620,buku mewarnai anak,45000,59,buku,Jul 03
PROD-1780,baju anak laki-laki,0,0,null,pakian
PROD-0977,kamus bahasa inggris,45000,0,buku,Sep 24
PROD-0936,charger type-c fast,0,0,kosong,ELEKTRONIK
PROD-0662,baju bayi,128000,12,pakaian,2025-03-21 22:00:00
PROD-0621,charger type-c fast,0,0,98,ELEKTRONIK
PROD-1781,baju anak laki-laki,45000,12,pakaian,2025-05-18 12:00:00
PROD-1740,baju anak laki-laki,0,0,71,clothes
PROD-0978,buku mewarnai anak,45,0,buku,Oct 23
PROD-0937,novel fiksi terjemahan,0,17,buku,2025-05-18 12:00:00
PROD-0663,baju anak laki-laki,45000,0,pakaian,2025-05-18 12:00:00
PROD-0622,novel fiksi terjemahan,15000,0,buku,2025-07-08 00:00:00
PROD-1782,buku pemrograman python,15,0,buku,2025-05-18 12:00:00
PROD-1741,baju anak laki-laki,45,0,pakaian,2025-01-26 00:00:00
PROD-1700,kemeja flanel keren,120,0,pakaian,Jun 18
PROD-0979,mouse wireless,0,0,92,ELEKTRONIK
PROD-0938,novel fiksi terjemahan,0,0,buku,2025-02-07 00:00:00
PROD-0664,hp android murah,0,0,elektronik,2025-10-05 12:00:00
PROD-0390,kamus bahasa inggris,45000,0,buku,2026-03-13 7:00:00
PROD-0623,kemeja flanel keren,0,0,12,pakian
PROD-1783,charger type-c fast,0,0,kosong,ELEKTRONIK
PROD-1742,buku mewarnai anak,0,57,buku,Apr 29
PROD-1701,novel fiksi terjemahan,120,0,buku,Sep 17
PROD-0939,charger type-c fast,45000,12,elektronik,Aug 05
PROD-0665,komik jepang lama,0,81,buku,2025-05-18 12:00:00
PROD-0391,kemeja flanel keren,120000,0,pakaian,2025-12-10 13:00:00
PROD-0624,kemeja flanel keren,0,0,12,PAKAIAN
PROD-0350,baju bayi,45000,89,pakaian,2025-05-18 00:00:00
PROD-1784,komik jepang lama,15,0,buku,Mar 19
PROD-1743,kaos polos combed,15000,0,pakaian,2025-05-18 12:00:00
PROD-1702,laptop gaming i7,0,0,elektronik,2025-05-18 12:00:00
PROD-0666,komik jepang lama,120,0,buku,2026-01-07 00:00:00
PROD-0392,kemeja flanel keren,120000,6,pakaian,Dec 17
PROD-0625,mouse wireless,48000,0,elektronik,2025-09-10 7:00:00
PROD-0351,mouse wireless,120000,0,elektronik,2025-05-18 12:00:00
PROD-0310,komik jepang lama,45000,36,buku,Feb 21
PROD-1785,kemeja flanel keren,45,12,pakaian,Mar 23
PROD-1744,buku pemrograman python,16000,0,buku,2025-11-22 00:00:00
PROD-1703,buku mewarnai anak,0,0,buku,2025-07-23 17:00:00
PROD-1470,kemeja flanel keren,15000,0,pakaian,2025-08-27 6:00:00
PROD-0667,powerbank 10000mah,120000,0,elektronik,2025-05-18 12:00:00
PROD-0393,baju anak laki-laki,120,12,pakaian,2026-01-02 00:00:00
PROD-0626,buku pemrograman python,45,94,buku,2025-10-21 00:00:00
PROD-0352,buku pemrograman python,120000,0,buku,Mar 23
PROD-0311,buku mewarnai anak,15000,12,buku,2026-02-27 9:00:00
PROD-1786,baju anak laki-laki,0,0,-5,clothes
PROD-1745,kaos polos combed,45000,0,pakaian,Feb 20
PROD-1704,baju anak perempuan,0,0,pakaian,2025-04-29 00:00:00
PROD-1471,hp android murah,120000,0,elektronik,2026-01-06 2:00:00
PROD-1430,powerbank 10000mah,128000,0,elektronik,2026-03-06 00:00:00
PROD-0668,novel fiksi terjemahan,16000,12,buku,2025-10-25 00:00:00
PROD-0394,kemeja flanel keren,15000,12,pakaian,2025-08-27 00:00:00
PROD-0627,hp android murah,45000,12,elektronik,Dec 13
PROD-0353,powerbank 10000mah,16000,0,elektronik,Jan 23
PROD-0312,laptop gaming i7,0,12,elektronik,Aug 20
PROD-1787,baju anak laki-laki,15,0,pakaian,Sep 11
PROD-1746,buku pemrograman python,0,12,buku,2025-05-18 12:00:00
PROD-1705,laptop gaming i7,0,0,-5,ELEKTRONIK
PROD-1472,buku pemrograman python,0,0,buku,2025-05-08 4:00:00
PROD-1431,charger type-c fast,0,92,elektronik,Mar 09
PROD-0669,mouse wireless,120,0,elektronik,2025-05-18 12:00:00
PROD-0395,kaos polos combed,45,0,pakaian,2025-03-19 21:00:00
PROD-0628,kamus bahasa inggris,0,12,buku,2025-05-18 12:00:00
PROD-0354,novel fiksi terjemahan,0,0,12,buku bacaan
PROD-0080,hp android murah,128000,12,elektronik,2025-04-20 7:00:00
